700000;72
700001;2
700002;40
700003;4
700004;12
700005;16
700006;4
700007;8
700008;16
700009;4
700010;8
700011;24
700012;6
700013;4
700014;24
700015;8
700016;20
700017;8
700018;16
700019;4
700020;36
700021;4
700022;8
700023;4
700024;32
700025;6
700026;16
700027;2
700028;24
700029;16
700030;8
700031;8
700032;32
700033;4
700034;8
700035;32
700036;24
700037;4
700038;12
700039;4
700040;64
700041;4
700042;16
700043;4
700044;12
700045;4
700046;8
700047;6
700048;10
700049;8
700050;48
700051;8
700052;6
700053;8
700054;8
700055;8
700056;64
700057;2
700058;4
700059;4
700060;48
700061;4
700062;16
700063;16
700064;24
700065;24
700066;4
700067;2
700068;24
700069;4
700070;32
700071;4
700072;8
700073;8
700074;48
700075;12
700076;12
700077;32
700078;4
700079;2
700080;40
700081;2
700082;8
700083;24
700084;24
700085;8
700086;8
700087;2
700088;8
700089;16
700090;8
700091;8
700092;18
700093;4
700094;16
700095;16
700096;14
700097;8
700098;32
700099;2
700100;18
700101;12
700102;8
700103;2
700104;32
700105;16
700106;16
700107;8
700108;12
700109;2
700110;32
700111;4
700112;60
700113;4
700114;8
700115;8
700116;24
700117;4
700118;8
700119;12
700120;32
700121;4
700122;8
700123;4
700124;12
700125;16
700126;16
700127;2
700128;144
700129;2
700130;16
700131;16
700132;12
700133;4
700134;8
700135;8
700136;8
700137;8
700138;8
700139;4
700140;48
700141;4
700142;8
700143;16
700144;10
700145;8
700146;24
700147;8
700148;12
700149;8
700150;48
700151;8
700152;16
700153;4
700154;16
700155;12
700156;6
700157;4
700158;16
700159;4
700160;36
700161;24
700162;8
700163;4
700164;30
700165;8
700166;16
700167;12
700168;16
700169;8
700170;16
700171;2
700172;12
700173;6
700174;4
700175;12
700176;40
700177;4
700178;4
700179;8
700180;24
700181;4
700182;24
700183;8
700184;8
700185;8
700186;4
700187;4
700188;48
700189;8
700190;8
700191;8
700192;12
700193;4
700194;24
700195;8
700196;24
700197;8
700198;8
700199;2
700200;72
700201;2
700202;8
700203;8
700204;12
700205;16
700206;32
700207;8
700208;20
700209;6
700210;24
700211;2
700212;48
700213;4
700214;4
700215;8
700216;32
700217;8
700218;16
700219;8
700220;24
700221;4
700222;4
700223;2
700224;56
700225;12
700226;8
700227;18
700228;12
700229;2
700230;32
700231;8
700232;16
700233;8
700234;8
700235;8
700236;36
700237;2
700238;16
700239;8
700240;20
700241;2
700242;8
700243;4
700244;6
700245;80
700246;8
700247;6
700248;32
700249;4
700250;16
700251;4
700252;24
700253;6
700254;12
700255;8
700256;24
700257;4
700258;16
700259;12
700260;48
700261;4
700262;8
700263;12
700264;32
700265;4
700266;16
700267;4
700268;6
700269;4
700270;16
700271;16
700272;40
700273;8
700274;4
700275;12
700276;6
700277;2
700278;16
700279;2
700280;64
700281;24
700282;16
700283;4
700284;36
700285;4
700286;8
700287;8
700288;16
700289;8
700290;48
700291;4
700292;12
700293;8
700294;8
700295;8
700296;16
700297;8
700298;16
700299;16
700300;36
700301;4
700302;16
700303;2
700304;40
700305;8
700306;8
700307;2
700308;54
700309;4
700310;16
700311;4
700312;8
700313;4
700314;8
700315;32
700316;6
700317;6
700318;4
700319;2
700320;48
700321;16
700322;8
700323;8
700324;6
700325;12
700326;48
700327;4
700328;8
700329;8
700330;16
700331;2
700332;24
700333;4
700334;8
700335;24
700336;60
700337;4
700338;16
700339;2
700340;36
700341;16
700342;8
700343;4
700344;48
700345;4
700346;8
700347;8
700348;18
700349;8
700350;96
700351;4
700352;28
700353;8
700354;8
700355;4
700356;12
700357;6
700358;4
700359;16
700360;16
700361;2
700362;48
700363;2
700364;12
700365;8
700366;8
700367;2
700368;20
700369;4
700370;16
700371;12
700372;12
700373;8
700374;16
700375;16
700376;8
700377;8
700378;16
700379;4
700380;48
700381;4
700382;4
700383;16
700384;24
700385;8
700386;8
700387;2
700388;12
700389;12
700390;8
700391;2
700392;64
700393;2
700394;8
700395;16
700396;18
700397;8
700398;24
700399;4
700400;60
700401;8
700402;8
700403;8
700404;12
700405;8
700406;16
700407;10
700408;16
700409;4
700410;32
700411;4
700412;6
700413;8
700414;32
700415;8
700416;78
700417;4
700418;8
700419;8
700420;24
700421;4
700422;16
700423;2
700424;8
700425;36
700426;4
700427;16
700428;12
700429;2
700430;16
700431;4
700432;10
700433;2
700434;64
700435;16
700436;12
700437;16
700438;4
700439;4
700440;64
700441;8
700442;8
700443;12
700444;12
700445;8
700446;8
700447;8
700448;48
700449;8
700450;12
700451;4
700452;18
700453;4
700454;8
700455;24
700456;8
700457;4
700458;16
700459;2
700460;12
700461;8
700462;8
700463;4
700464;20
700465;8
700466;16
700467;4
700468;12
700469;12
700470;48
700471;2
700472;8
700473;8
700474;4
700475;6
700476;48
700477;4
700478;8
700479;12
700480;56
700481;4
700482;8
700483;4
700484;12
700485;32
700486;8
700487;4
700488;80
700489;4
700490;16
700491;8
700492;24
700493;4
700494;16
700495;8
700496;10
700497;12
700498;4
700499;2
700500;48
700501;4
700502;16
700503;8
700504;24
700505;12
700506;12
700507;8
700508;12
700509;8
700510;8
700511;16
700512;24
700513;8
700514;4
700515;16
700516;6
700517;4
700518;32
700519;8
700520;32
700521;8
700522;8
700523;2
700524;72
700525;12
700526;8
700527;4
700528;10
700529;4
700530;32
700531;4
700532;24
700533;12
700534;16
700535;16
700536;48
700537;2
700538;8
700539;8
700540;12
700541;4
700542;16
700543;4
700544;32
700545;8
700546;16
700547;4
700548;12
700549;4
700550;12
700551;6
700552;16
700553;18
700554;16
700555;4
700556;12
700557;32
700558;8
700559;4
700560;120
700561;2
700562;4
700563;8
700564;6
700565;8
700566;16
700567;8
700568;32
700569;21
700570;32
700571;2
700572;24
700573;2
700574;16
700575;12
700576;12
700577;2
700578;12
700579;4
700580;24
700581;16
700582;16
700583;4
700584;16
700585;8
700586;4
700587;24
700588;24
700589;4
700590;48
700591;2
700592;10
700593;8
700594;8
700595;16
700596;48
700597;2
700598;8
700599;8
700600;48
700601;4
700602;24
700603;8
700604;12
700605;12
700606;16
700607;4
700608;56
700609;8
700610;8
700611;8
700612;12
700613;4
700614;12
700615;4
700616;16
700617;8
700618;8
700619;4
700620;24
700621;4
700622;8
700623;32
700624;10
700625;20
700626;16
700627;2
700628;12
700629;8
700630;16
700631;8
700632;48
700633;2
700634;8
700635;16
700636;12
700637;8
700638;16
700639;2
700640;48
700641;6
700642;8
700643;2
700644;48
700645;8
700646;8
700647;4
700648;16
700649;8
700650;60
700651;12
700652;12
700653;4
700654;8
700655;8
700656;40
700657;4
700658;8
700659;12
700660;24
700661;4
700662;16
700663;4
700664;8
700665;16
700666;8
700667;4
700668;18
700669;8
700670;8
700671;4
700672;72
700673;2
700674;24
700675;6
700676;12
700677;8
700678;8
700679;8
700680;32
700681;2
700682;8
700683;8
700684;12
700685;8
700686;48
700687;4
700688;10
700689;16
700690;16
700691;4
700692;12
700693;8
700694;4
700695;24
700696;8
700697;4
700698;16
700699;6
700700;108
700701;12
700702;4
700703;2
700704;48
700705;8
700706;16
700707;16
700708;12
700709;4
700710;16
700711;6
700712;8
700713;24
700714;8
700715;4
700716;12
700717;2
700718;8
700719;8
700720;40
700721;4
700722;24
700723;8
700724;12
700725;12
700726;8
700727;8
700728;64
700729;4
700730;16
700731;20
700732;12
700733;4
700734;8
700735;8
700736;14
700737;8
700738;8
700739;8
700740;72
700741;4
700742;8
700743;16
700744;16
700745;8
700746;8
700747;4
700748;12
700749;24
700750;16
700751;2
700752;40
700753;4
700754;4
700755;32
700756;24
700757;4
700758;32
700759;2
700760;16
700761;8
700762;4
700763;4
700764;24
700765;8
700766;16
700767;6
700768;24
700769;4
700770;64
700771;6
700772;12
700773;4
700774;8
700775;6
700776;24
700777;16
700778;8
700779;8
700780;24
700781;2
700782;8
700783;4
700784;20
700785;32
700786;16
700787;4
700788;24
700789;2
700790;8
700791;32
700792;16
700793;4
700794;12
700795;4
700796;12
700797;4
700798;12
700799;4
700800;96
700801;2
700802;8
700803;6
700804;12
700805;8
700806;16
700807;4
700808;16
700809;8
700810;32
700811;2
700812;72
700813;4
700814;16
700815;16
700816;10
700817;16
700818;8
700819;8
700820;24
700821;12
700822;4
700823;4
700824;16
700825;18
700826;16
700827;4
700828;12
700829;4
700830;48
700831;2
700832;36
700833;16
700834;8
700835;4
700836;12
700837;2
700838;8
700839;16
700840;32
700841;4
700842;16
700843;16
700844;6
700845;8
700846;4
700847;6
700848;60
700849;2
700850;24
700851;4
700852;12
700853;4
700854;64
700855;4
700856;32
700857;12
700858;4
700859;4
700860;24
700861;8
700862;4
700863;4
700864;28
700865;8
700866;16
700867;4
700868;12
700869;8
700870;16
700871;2
700872;64
700873;4
700874;4
700875;48
700876;24
700877;2
700878;16
700879;8
700880;20
700881;8
700882;16
700883;2
700884;18
700885;4
700886;4
700887;16
700888;16
700889;8
700890;32
700891;8
700892;12
700893;20
700894;4
700895;16
700896;72
700897;2
700898;8
700899;8
700900;36
700901;4
700902;24
700903;4
700904;8
700905;8
700906;4
700907;2
700908;24
700909;4
700910;64
700911;12
700912;20
700913;4
700914;8
700915;8
700916;6
700917;8
700918;4
700919;2
700920;128
700921;4
700922;8
700923;4
700924;12
700925;18
700926;16
700927;4
700928;30
700929;12
700930;16
700931;8
700932;12
700933;2
700934;8
700935;16
700936;16
700937;2
700938;24
700939;4
700940;24
700941;8
700942;16
700943;4
700944;40
700945;12
700946;8
700947;16
700948;24
700949;2
700950;24
700951;4
700952;16
700953;12
700954;8
700955;4
700956;18
700957;4
700958;8
